,name,categories,address,crossStreet,lat,lng,labeledLatLngs,distance,postalCode,cc,city,state,country,formattedAddress,neighborhood,id
9,Azumi Peruvian Restaurant,,885 E Gun Hill Rd,,40.875777,-73.860691,"[{'label': 'display', 'lat': 40.875777, 'lng': -73.860691}, {'label': 'entrance', 'lat': 40.875699, 'lng': -73.860687}]",644,10467,US,Bronx,NY,United States,"['885 E Gun Hill Rd', 'Bronx, NY 10467', 'United States']",,4c4202c3d7fad13aec7108da
0,Restaurant Keys,Design Studio,2527 Boston Rd,,40.86404,-73.864763,"[{'label': 'display', 'lat': 40.86404, 'lng': -73.864763}]",509,10467,US,Bronx,NY,United States,"['2527 Boston Rd', 'Bronx, NY 10467', 'United States']",,52423cbd8bbd95e59e8b6a50
1,La Estrella Bar & Restaurant,Mexican Restaurant,746 Burke Ave,,40.871000854105546,-73.86534051038957,"[{'label': 'display', 'lat': 40.871000854105546, 'lng': -73.86534051038957}]",516,10467,US,Bronx,NY,United States,"['746 Burke Ave', 'Bronx, NY 10467', 'United States']",,4e4cf8fcbd413c4cc66da881
2,Allerton Restaurant,American Restaurant,772 Allerton Ave,Wallace ave,40.86544713740424,-73.86454199699324,"[{'label': 'display', 'lat': 40.86544713740424, 'lng': -73.86454199699324}, {'label': 'entrance', 'lat': 40.865347, 'lng': -73.864612}]",383,10467,US,Bronx,NY,United States,"['772 Allerton Ave (Wallace ave)', 'Bronx, NY 10467', 'United States']",,4c8510a72f1c236a6b025143
3,Latin Fusion Restaurant,Mexican Restaurant,789 Allerton Ave,,40.8656767,-73.8638646,"[{'label': 'display', 'lat': 40.8656767, 'lng': -73.8638646}]",323,10467,US,Bronx,NY,United States,"['789 Allerton Ave', 'Bronx, NY 10467', 'United States']",,5812fc3c38fa1c0b185e01ec
4,New Boe Sun Chinese Restaurant,Bakery,762 Allerton Ave,,40.865401,-73.865002,"[{'label': 'display', 'lat': 40.865401, 'lng': -73.865002}, {'label': 'entrance', 'lat': 40.865339, 'lng': -73.864999}]",416,10467,US,Bronx,NY,United States,"['762 Allerton Ave', 'Bronx, NY 10467', 'United States']",,4cfd7734c671721ecbf3cd18
5,Rey De Copas Restaurant & Bar,Restaurant,2712 White Plains Rd,,40.865984000000005,-73.867028,"[{'label': 'display', 'lat': 40.865984000000005, 'lng': -73.867028}, {'label': 'entrance', 'lat': 40.865911, 'lng': -73.86716}]",535,10467,US,Bronx,NY,United States,"['2712 White Plains Rd', 'Bronx, NY 10467', 'United States']",,4e4cf8ffbd413c4cc66da8a2
6,Smile Restaurant,Racetrack,778 Allerton Ave,,40.865219,-73.864194,"[{'label': 'display', 'lat': 40.865219, 'lng': -73.864194}, {'label': 'entrance', 'lat': 40.865355, 'lng': -73.864225}]",379,10467,US,Bronx,NY,United States,"['778 Allerton Ave', 'Bronx, NY 10467', 'United States']",,4d683ab99968236a39286ea9
7,Golden Krust Caribbean Restaurant,Caribbean Restaurant,2718 White Plains Road,Allerton Ave,40.86599443083114,-73.86728463972231,"[{'label': 'display', 'lat': 40.86599443083114, 'lng': -73.86728463972231}]",555,10467,US,Bronx,NY,United States,"['2718 White Plains Road (Allerton Ave)', 'Bronx, NY 10467', 'United States']",,4ba52f5df964a52009e938e3
8,Aunt PS Restaurant,Food,766 Burke Ave,,40.871246337890625,-73.86456298828125,"[{'label': 'entrance', 'lat': 40.871255, 'lng': -73.864568}, {'label': 'display', 'lat': 40.871246337890625, 'lng': -73.86456298828125}]",495,10467,US,Bronx,NY,United States,"['766 Burke Ave', 'Bronx, NY 10467', 'United States']",,4f32822619836c91c7dea79b
9,Manny's Restaurant,Food,2527 Boston Rd,,40.863903,-73.86457,"[{'label': 'display', 'lat': 40.863903, 'lng': -73.86457}, {'label': 'entrance', 'lat': 40.863997, 'lng': -73.864707}]",512,10467,US,Bronx,NY,United States,"['2527 Boston Rd', 'Bronx, NY 10467', 'United States']",,4f328fb519836c91c7e3d555
0,D'angelo's Italian Pizzeria & Restaurant,Pizza Place,902 E Gun Hill Rd,,40.875192999999996,-73.860387,"[{'label': 'display', 'lat': 40.875192999999996, 'lng': -73.860387}, {'label': 'entrance', 'lat': 40.875278, 'lng': -73.860308}]",556,10469,US,Bronx,NY,United States,"['902 E Gun Hill Rd', 'Bronx, NY 10469', 'United States']",,4e4df7a5bd4101d0d79f46d2
1,La Estrella Bar & Restaurant,Mexican Restaurant,746 Burke Ave,,40.871000854105546,-73.86534051038957,"[{'label': 'display', 'lat': 40.871000854105546, 'lng': -73.86534051038957}]",330,10467,US,Bronx,NY,United States,"['746 Burke Ave', 'Bronx, NY 10467', 'United States']",,4e4cf8fcbd413c4cc66da881
2,Aunt PS Restaurant,Food,766 Burke Ave,,40.871246337890625,-73.86456298828125,"[{'label': 'entrance', 'lat': 40.871255, 'lng': -73.864568}, {'label': 'display', 'lat': 40.871246337890625, 'lng': -73.86456298828125}]",276,10467,US,Bronx,NY,United States,"['766 Burke Ave', 'Bronx, NY 10467', 'United States']",,4f32822619836c91c7dea79b
3,K & Q Restaurant,Chinese Restaurant,608 Burke Ave,,40.871365981084516,-73.86663259635746,"[{'label': 'display', 'lat': 40.871365981084516, 'lng': -73.86663259635746}]",445,10467,US,Bronx,NY,United States,"['608 Burke Ave', 'Bronx, NY 10467', 'United States']",,4e4cf8fdbd413c4cc66da88c
4,Izucar's Bakery & Restaurant,Bakery,3086 White Plains Rd,,40.871084,-73.866833,"[{'label': 'display', 'lat': 40.871084, 'lng': -73.866833}, {'label': 'entrance', 'lat': 40.871093, 'lng': -73.866994}]",454,10467,US,Bronx,NY,United States,"['3086 White Plains Rd', 'Bronx, NY 10467', 'United States']",,4e4cf8febd413c4cc66da897
5,Allerton Restaurant,American Restaurant,772 Allerton Ave,Wallace ave,40.86544713740424,-73.86454199699324,"[{'label': 'display', 'lat': 40.86544713740424, 'lng': -73.86454199699324}, {'label': 'entrance', 'lat': 40.865347, 'lng': -73.864612}]",593,10467,US,Bronx,NY,United States,"['772 Allerton Ave (Wallace ave)', 'Bronx, NY 10467', 'United States']",,4c8510a72f1c236a6b025143
6,El Bandido Restaurant,Food,3211 White Plains Rd,,40.871882,-73.86746600000001,"[{'label': 'display', 'lat': 40.871882, 'lng': -73.86746600000001}, {'label': 'entrance', 'lat': 40.87188, 'lng': -73.867332}]",530,10467,US,Bronx,NY,United States,"['3211 White Plains Rd', 'Bronx, NY 10467', 'United States']",,4f32a08a19836c91c7ea2a17
7,Latin Fusion Restaurant,Mexican Restaurant,789 Allerton Ave,,40.8656767,-73.8638646,"[{'label': 'display', 'lat': 40.8656767, 'lng': -73.8638646}]",547,10467,US,Bronx,NY,United States,"['789 Allerton Ave', 'Bronx, NY 10467', 'United States']",,5812fc3c38fa1c0b185e01ec
8,New Boe Sun Chinese Restaurant,Bakery,762 Allerton Ave,,40.865401,-73.865002,"[{'label': 'display', 'lat': 40.865401, 'lng': -73.865002}, {'label': 'entrance', 'lat': 40.865339, 'lng': -73.864999}]",615,10467,US,Bronx,NY,United States,"['762 Allerton Ave', 'Bronx, NY 10467', 'United States']",,4cfd7734c671721ecbf3cd18
9,Azumi Peruvian Restaurant,,885 E Gun Hill Rd,,40.875777,-73.860691,"[{'label': 'display', 'lat': 40.875777, 'lng': -73.860691}, {'label': 'entrance', 'lat': 40.875699, 'lng': -73.860687}]",617,10467,US,Bronx,NY,United States,"['885 E Gun Hill Rd', 'Bronx, NY 10467', 'United States']",,4c4202c3d7fad13aec7108da
0,Golden Krust Caribbean Restaurant,Caribbean Restaurant,2718 White Plains Road,Allerton Ave,40.86599443083114,-73.86728463972231,"[{'label': 'display', 'lat': 40.86599443083114, 'lng': -73.86728463972231}]",62,10467,US,Bronx,NY,United States,"['2718 White Plains Road (Allerton Ave)', 'Bronx, NY 10467', 'United States']",,4ba52f5df964a52009e938e3
1,Rey De Copas Restaurant & Bar,Restaurant,2712 White Plains Rd,,40.865984000000005,-73.867028,"[{'label': 'display', 'lat': 40.865984000000005, 'lng': -73.867028}, {'label': 'entrance', 'lat': 40.865911, 'lng': -73.86716}]",83,10467,US,Bronx,NY,United States,"['2712 White Plains Rd', 'Bronx, NY 10467', 'United States']",,4e4cf8ffbd413c4cc66da8a2
2,Bags Soulfood Restaurant,Food,2803 White Plains Rd,,40.866803999999995,-73.867615,"[{'label': 'display', 'lat': 40.866803999999995, 'lng': -73.867615}]",74,10467,US,Bronx,NY,United States,"['2803 White Plains Rd', 'Bronx, NY 10467', 'United States']",,4f32309c19836c91c7bef95c
3,Restaurant Keys,Design Studio,2527 Boston Rd,,40.86404,-73.864763,"[{'label': 'display', 'lat': 40.86404, 'lng': -73.864763}]",361,10467,US,Bronx,NY,United States,"['2527 Boston Rd', 'Bronx, NY 10467', 'United States']",,52423cbd8bbd95e59e8b6a50
4,JR Primos Restaurant,Spanish Restaurant,Allerton Ave.,white plains rd,40.86531446641097,-73.86739872330368,"[{'label': 'display', 'lat': 40.86531446641097, 'lng': -73.86739872330368}]",109,10467,US,Bronx,NY,United States,"['Allerton Ave. (white plains rd)', 'Bronx, NY 10467', 'United States']",,4c728a7813228cfa47432b65
5,New Boe Sun Chinese Restaurant,Bakery,762 Allerton Ave,,40.865401,-73.865002,"[{'label': 'display', 'lat': 40.865401, 'lng': -73.865002}, {'label': 'entrance', 'lat': 40.865339, 'lng': -73.864999}]",265,10467,US,Bronx,NY,United States,"['762 Allerton Ave', 'Bronx, NY 10467', 'United States']",,4cfd7734c671721ecbf3cd18
6,Allerton Restaurant,American Restaurant,772 Allerton Ave,Wallace ave,40.86544713740424,-73.86454199699324,"[{'label': 'display', 'lat': 40.86544713740424, 'lng': -73.86454199699324}, {'label': 'entrance', 'lat': 40.865347, 'lng': -73.864612}]",300,10467,US,Bronx,NY,United States,"['772 Allerton Ave (Wallace ave)', 'Bronx, NY 10467', 'United States']",,4c8510a72f1c236a6b025143
7,Latin Fusion Restaurant,Mexican Restaurant,789 Allerton Ave,,40.8656767,-73.8638646,"[{'label': 'display', 'lat': 40.8656767, 'lng': -73.8638646}]",350,10467,US,Bronx,NY,United States,"['789 Allerton Ave', 'Bronx, NY 10467', 'United States']",,5812fc3c38fa1c0b185e01ec
8,Smile Restaurant,Racetrack,778 Allerton Ave,,40.865219,-73.864194,"[{'label': 'display', 'lat': 40.865219, 'lng': -73.864194}, {'label': 'entrance', 'lat': 40.865355, 'lng': -73.864225}]",336,10467,US,Bronx,NY,United States,"['778 Allerton Ave', 'Bronx, NY 10467', 'United States']",,4d683ab99968236a39286ea9
9,Manny's Restaurant,Food,2527 Boston Rd,,40.863903,-73.86457,"[{'label': 'display', 'lat': 40.863903, 'lng': -73.86457}, {'label': 'entrance', 'lat': 40.863997, 'lng': -73.864707}]",383,10467,US,Bronx,NY,United States,"['2527 Boston Rd', 'Bronx, NY 10467', 'United States']",,4f328fb519836c91c7e3d555
0,Bags Soulfood Restaurant,Food,2803 White Plains Rd,,40.866803999999995,-73.867615,"[{'label': 'display', 'lat': 40.866803999999995, 'lng': -73.867615}]",116,10467,US,Bronx,NY,United States,"['2803 White Plains Rd', 'Bronx, NY 10467', 'United States']",,4f32309c19836c91c7bef95c
1,Restaurant Keys,Design Studio,2527 Boston Rd,,40.86404,-73.864763,"[{'label': 'display', 'lat': 40.86404, 'lng': -73.864763}]",502,10467,US,Bronx,NY,United States,"['2527 Boston Rd', 'Bronx, NY 10467', 'United States']",,52423cbd8bbd95e59e8b6a50
2,Rey De Copas Restaurant & Bar,Restaurant,2712 White Plains Rd,,40.865984000000005,-73.867028,"[{'label': 'display', 'lat': 40.865984000000005, 'lng': -73.867028}, {'label': 'entrance', 'lat': 40.865911, 'lng': -73.86716}]",220,10467,US,Bronx,NY,United States,"['2712 White Plains Rd', 'Bronx, NY 10467', 'United States']",,4e4cf8ffbd413c4cc66da8a2
3,Golden Krust Caribbean Restaurant,Caribbean Restaurant,2718 White Plains Road,Allerton Ave,40.86599443083114,-73.86728463972231,"[{'label': 'display', 'lat': 40.86599443083114, 'lng': -73.86728463972231}]",211,10467,US,Bronx,NY,United States,"['2718 White Plains Road (Allerton Ave)', 'Bronx, NY 10467', 'United States']",,4ba52f5df964a52009e938e3
4,La Estrella Bar & Restaurant,Mexican Restaurant,746 Burke Ave,,40.871000854105546,-73.86534051038957,"[{'label': 'display', 'lat': 40.871000854105546, 'lng': -73.86534051038957}]",426,10467,US,Bronx,NY,United States,"['746 Burke Ave', 'Bronx, NY 10467', 'United States']",,4e4cf8fcbd413c4cc66da881
5,JR Primos Restaurant,Spanish Restaurant,Allerton Ave.,white plains rd,40.86531446641097,-73.86739872330368,"[{'label': 'display', 'lat': 40.86531446641097, 'lng': -73.86739872330368}]",281,10467,US,Bronx,NY,United States,"['Allerton Ave. (white plains rd)', 'Bronx, NY 10467', 'United States']",,4c728a7813228cfa47432b65
6,Century,Chinese Restaurant,2861 White Plains Rd,Arnow ave,40.867635,-73.867591,"[{'label': 'display', 'lat': 40.867635, 'lng': -73.867591}, {'label': 'entrance', 'lat': 40.867697, 'lng': -73.867464}]",45,10467,US,Bronx,NY,United States,"['2861 White Plains Rd (Arnow ave)', 'Bronx, NY 10467', 'United States']",,4dd8885bd22d38ef4304eaf5
7,Allerton Restaurant,American Restaurant,772 Allerton Ave,Wallace ave,40.86544713740424,-73.86454199699324,"[{'label': 'display', 'lat': 40.86544713740424, 'lng': -73.86454199699324}, {'label': 'entrance', 'lat': 40.865347, 'lng': -73.864612}]",396,10467,US,Bronx,NY,United States,"['772 Allerton Ave (Wallace ave)', 'Bronx, NY 10467', 'United States']",,4c8510a72f1c236a6b025143
8,New Boe Sun Chinese Restaurant,Bakery,762 Allerton Ave,,40.865401,-73.865002,"[{'label': 'display', 'lat': 40.865401, 'lng': -73.865002}, {'label': 'entrance', 'lat': 40.865339, 'lng': -73.864999}]",372,10467,US,Bronx,NY,United States,"['762 Allerton Ave', 'Bronx, NY 10467', 'United States']",,4cfd7734c671721ecbf3cd18
9,Izucar's Bakery & Restaurant,Bakery,3086 White Plains Rd,,40.871084,-73.866833,"[{'label': 'display', 'lat': 40.871084, 'lng': -73.866833}, {'label': 'entrance', 'lat': 40.871093, 'lng': -73.866994}]",381,10467,US,Bronx,NY,United States,"['3086 White Plains Rd', 'Bronx, NY 10467', 'United States']",,4e4cf8febd413c4cc66da897
0,Mr. Q's Chinese Restaurant,Chinese Restaurant,2115 Williamsbridge Rd,,40.85579022389548,-73.8554550059393,"[{'label': 'display', 'lat': 40.85579022389548, 'lng': -73.8554550059393}, {'label': 'entrance', 'lat': 40.855784, 'lng': -73.855745}]",334,10461,US,Bronx,NY,United States,"['2115 Williamsbridge Rd', 'Bronx, NY 10461', 'United States']",,4b9d6b45f964a52078ab36e3
1,Fresh Tortillas (Tex-Mex Express) & Japanese Restaurant,Food,2123 Williamsbridge Rd,,40.85600510798996,-73.8556898225425,"[{'label': 'display', 'lat': 40.85600510798996, 'lng': -73.8556898225425}, {'label': 'entrance', 'lat': 40.855957, 'lng': -73.855827}]",304,10461,US,Bronx,NY,United States,"['2123 Williamsbridge Rd', 'Bronx, NY 10461', 'United States']",,4e0bbed21f6e04f464edd00b
2,Napolitana Pizza and Restaurant,Pizza Place,2136 Williamsbridge Rd,,40.8565013,-73.855584,"[{'label': 'display', 'lat': 40.8565013, 'lng': -73.855584}]",264,10461,US,Bronx,NY,United States,"['2136 Williamsbridge Rd', 'Bronx, NY 10461', 'United States']",,58131bd838fa8e786e4c8d2f
3,Venice Pizzeria and Restaurant,Food,2107 Williamsbridge Rd,,40.855613708496094,-73.85567474365234,"[{'label': 'display', 'lat': 40.855613708496094, 'lng': -73.85567474365234}]",342,10461,US,Bronx,NY,United States,"['2107 Williamsbridge Rd', 'Bronx, NY 10461', 'United States']",,4f3260d119836c91c7d1e9a5
4,El New Imperial Restaurant,Spanish Restaurant,2456 Williamsbridge Rd,,40.862032,-73.857447,"[{'label': 'display', 'lat': 40.862032, 'lng': -73.857447}]",413,10469,US,New York,NY,United States,"['2456 Williamsbridge Rd', 'New York, NY 10469', 'United States']",,5a81e201a9e4020bd3062934
5,Great Wall Chinese Restaurant,Chinese Restaurant,2049 Williamsbridge Rd,,40.855168,-73.855587,"[{'label': 'display', 'lat': 40.855168, 'lng': -73.855587}]",389,10461,US,Bronx,NY,United States,"['2049 Williamsbridge Rd', 'Bronx, NY 10461', 'United States']",,4bc8f646b6c49c74d8898d91
6,Internacional Restaurant & Deli,Spanish Restaurant,2458 Williamsbridge Rd,Mace Ave.,40.86223220825195,-73.85742950439453,"[{'label': 'display', 'lat': 40.86223220825195, 'lng': -73.85742950439453}]",435,10469,US,Bronx,NY,United States,"['2458 Williamsbridge Rd (Mace Ave.)', 'Bronx, NY 10469', 'United States']",,4d33a27772a8b1f733b4a9d0
0,Restaurant Keys,Design Studio,2527 Boston Rd,,40.86404,-73.864763,"[{'label': 'display', 'lat': 40.86404, 'lng': -73.864763}]",443,10467,US,Bronx,NY,United States,"['2527 Boston Rd', 'Bronx, NY 10467', 'United States']",,52423cbd8bbd95e59e8b6a50
1,Bags Soulfood Restaurant,Food,2803 White Plains Rd,,40.866803999999995,-73.867615,"[{'label': 'display', 'lat': 40.866803999999995, 'lng': -73.867615}]",149,10467,US,Bronx,NY,United States,"['2803 White Plains Rd', 'Bronx, NY 10467', 'United States']",,4f32309c19836c91c7bef95c
2,Rey De Copas Restaurant & Bar,Restaurant,2712 White Plains Rd,,40.865984000000005,-73.867028,"[{'label': 'display', 'lat': 40.865984000000005, 'lng': -73.867028}, {'label': 'entrance', 'lat': 40.865911, 'lng': -73.86716}]",209,10467,US,Bronx,NY,United States,"['2712 White Plains Rd', 'Bronx, NY 10467', 'United States']",,4e4cf8ffbd413c4cc66da8a2
3,La Estrella Bar & Restaurant,Mexican Restaurant,746 Burke Ave,,40.871000854105546,-73.86534051038957,"[{'label': 'display', 'lat': 40.871000854105546, 'lng': -73.86534051038957}]",367,10467,US,Bronx,NY,United States,"['746 Burke Ave', 'Bronx, NY 10467', 'United States']",,4e4cf8fcbd413c4cc66da881
4,Golden Krust Caribbean Restaurant,Caribbean Restaurant,2718 White Plains Road,Allerton Ave,40.86599443083114,-73.86728463972231,"[{'label': 'display', 'lat': 40.86599443083114, 'lng': -73.86728463972231}]",214,10467,US,Bronx,NY,United States,"['2718 White Plains Road (Allerton Ave)', 'Bronx, NY 10467', 'United States']",,4ba52f5df964a52009e938e3
5,Allerton Restaurant,American Restaurant,772 Allerton Ave,Wallace ave,40.86544713740424,-73.86454199699324,"[{'label': 'display', 'lat': 40.86544713740424, 'lng': -73.86454199699324}, {'label': 'entrance', 'lat': 40.865347, 'lng': -73.864612}]",308,10467,US,Bronx,NY,United States,"['772 Allerton Ave (Wallace ave)', 'Bronx, NY 10467', 'United States']",,4c8510a72f1c236a6b025143
6,New Boe Sun Chinese Restaurant,Bakery,762 Allerton Ave,,40.865401,-73.865002,"[{'label': 'display', 'lat': 40.865401, 'lng': -73.865002}, {'label': 'entrance', 'lat': 40.865339, 'lng': -73.864999}]",294,10467,US,Bronx,NY,United States,"['762 Allerton Ave', 'Bronx, NY 10467', 'United States']",,4cfd7734c671721ecbf3cd18
7,JR Primos Restaurant,Spanish Restaurant,Allerton Ave.,white plains rd,40.86531446641097,-73.86739872330368,"[{'label': 'display', 'lat': 40.86531446641097, 'lng': -73.86739872330368}]",289,10467,US,Bronx,NY,United States,"['Allerton Ave. (white plains rd)', 'Bronx, NY 10467', 'United States']",,4c728a7813228cfa47432b65
8,Latin Fusion Restaurant,Mexican Restaurant,789 Allerton Ave,,40.8656767,-73.8638646,"[{'label': 'display', 'lat': 40.8656767, 'lng': -73.8638646}]",322,10467,US,Bronx,NY,United States,"['789 Allerton Ave', 'Bronx, NY 10467', 'United States']",,5812fc3c38fa1c0b185e01ec
9,Izucar's Bakery & Restaurant,Bakery,3086 White Plains Rd,,40.871084,-73.866833,"[{'label': 'display', 'lat': 40.871084, 'lng': -73.866833}, {'label': 'entrance', 'lat': 40.871093, 'lng': -73.866994}]",365,10467,US,Bronx,NY,United States,"['3086 White Plains Rd', 'Bronx, NY 10467', 'United States']",,4e4cf8febd413c4cc66da897
0,No. 8 Chinese Restaurant,Chinese Restaurant,694 Thwaites Pl,,40.858553,-73.868267,"[{'label': 'display', 'lat': 40.858553, 'lng': -73.868267}, {'label': 'entrance', 'lat': 40.858608, 'lng': -73.868312}]",266,10467,US,Bronx,NY,United States,"['694 Thwaites Pl', 'Bronx, NY 10467', 'United States']",,4ca29134554b236a517f1f48
1,Steven Restaurant,Restaurant,2233 Boston Rd,white plains rd,40.858553,-73.868267,"[{'label': 'display', 'lat': 40.858553, 'lng': -73.868267}, {'label': 'entrance', 'lat': 40.858471, 'lng': -73.868057}]",266,10467,US,Bronx,NY,United States,"['2233 Boston Rd (white plains rd)', 'Bronx, NY 10467', 'United States']",,4d33b64cc75a6ea8a5ac19ae
2,Zymi Restaurant & Pizza,Eastern European Restaurant,726 Astor Ave,,40.859390000000005,-73.866198,"[{'label': 'display', 'lat': 40.859390000000005, 'lng': -73.866198}, {'label': 'entrance', 'lat': 40.85947, 'lng': -73.866283}]",285,10467,US,Bronx,NY,United States,"['726 Astor Ave', 'Bronx, NY 10467', 'United States']",,4f2dd427e4b0479649cbcc52
3,Restaurant Keys,Design Studio,2527 Boston Rd,,40.86404,-73.864763,"[{'label': 'display', 'lat': 40.86404, 'lng': -73.864763}]",496,10467,US,Bronx,NY,United States,"['2527 Boston Rd', 'Bronx, NY 10467', 'United States']",,52423cbd8bbd95e59e8b6a50
4,Mister Taco Mexican Restaurant,Mexican Restaurant,2255 White Plains Rd,,40.8601188659668,-73.86775207519531,"[{'label': 'entrance', 'lat': 40.859147, 'lng': -73.867922}, {'label': 'display', 'lat': 40.8601188659668, 'lng': -73.86775207519531}]",132,10467,US,Bronx,NY,United States,"['2255 White Plains Rd', 'Bronx, NY 10467', 'United States']",,4e4cf8f3bd413c4cc66da822
5,Los Compis Restaurant,Food,2233 Boston Rd,,40.85854721069336,-73.86814880371094,"[{'label': 'display', 'lat': 40.85854721069336, 'lng': -73.86814880371094}]",269,10467,US,Bronx,NY,United States,"['2233 Boston Rd', 'Bronx, NY 10467', 'United States']",,4f328e5b19836c91c7e354c0
6,La Luna Restaurant,Restaurant,730 Astor Ave,,40.859390000000005,-73.866198,"[{'label': 'display', 'lat': 40.859390000000005, 'lng': -73.866198}, {'label': 'entrance', 'lat': 40.859472, 'lng': -73.866229}]",285,10467,US,Bronx,NY,United States,"['730 Astor Ave', 'Bronx, NY 10467', 'United States']",,4e4cf909bd413c4cc66da8f2
7,Manny's Restaurant,Food,2527 Boston Rd,,40.863903,-73.86457,"[{'label': 'display', 'lat': 40.863903, 'lng': -73.86457}, {'label': 'entrance', 'lat': 40.863997, 'lng': -73.864707}]",497,10467,US,Bronx,NY,United States,"['2527 Boston Rd', 'Bronx, NY 10467', 'United States']",,4f328fb519836c91c7e3d555
8,JR Primos Restaurant,Spanish Restaurant,Allerton Ave.,white plains rd,40.86531446641097,-73.86739872330368,"[{'label': 'display', 'lat': 40.86531446641097, 'lng': -73.86739872330368}]",509,10467,US,Bronx,NY,United States,"['Allerton Ave. (white plains rd)', 'Bronx, NY 10467', 'United States']",,4c728a7813228cfa47432b65
9,Number 8 Chinese,Chinese Restaurant,Thwaites and olinville,Boston Rd,40.858576,-73.868113,"[{'label': 'display', 'lat': 40.858576, 'lng': -73.868113}]",267,10467,US,Bronx,NY,United States,"['Thwaites and olinville (Boston Rd)', 'Bronx, NY 10467', 'United States']",,4c648b8894160f47bd212d17
0,No. 8 Chinese Restaurant,Chinese Restaurant,694 Thwaites Pl,,40.858553,-73.868267,"[{'label': 'display', 'lat': 40.858553, 'lng': -73.868267}, {'label': 'entrance', 'lat': 40.858608, 'lng': -73.868312}]",160,10467,US,Bronx,NY,United States,"['694 Thwaites Pl', 'Bronx, NY 10467', 'United States']",,4ca29134554b236a517f1f48
1,Steven Restaurant,Restaurant,2233 Boston Rd,white plains rd,40.858553,-73.868267,"[{'label': 'display', 'lat': 40.858553, 'lng': -73.868267}, {'label': 'entrance', 'lat': 40.858471, 'lng': -73.868057}]",160,10467,US,Bronx,NY,United States,"['2233 Boston Rd (white plains rd)', 'Bronx, NY 10467', 'United States']",,4d33b64cc75a6ea8a5ac19ae
2,Zymi Restaurant & Pizza,Eastern European Restaurant,726 Astor Ave,,40.859390000000005,-73.866198,"[{'label': 'display', 'lat': 40.859390000000005, 'lng': -73.866198}, {'label': 'entrance', 'lat': 40.85947, 'lng': -73.866283}]",209,10467,US,Bronx,NY,United States,"['726 Astor Ave', 'Bronx, NY 10467', 'United States']",,4f2dd427e4b0479649cbcc52
3,Mister Taco Mexican Restaurant,Mexican Restaurant,2255 White Plains Rd,,40.8601188659668,-73.86775207519531,"[{'label': 'entrance', 'lat': 40.859147, 'lng': -73.867922}, {'label': 'display', 'lat': 40.8601188659668, 'lng': -73.86775207519531}]",70,10467,US,Bronx,NY,United States,"['2255 White Plains Rd', 'Bronx, NY 10467', 'United States']",,4e4cf8f3bd413c4cc66da822
4,Restaurant Keys,Design Studio,2527 Boston Rd,,40.86404,-73.864763,"[{'label': 'display', 'lat': 40.86404, 'lng': -73.864763}]",553,10467,US,Bronx,NY,United States,"['2527 Boston Rd', 'Bronx, NY 10467', 'United States']",,52423cbd8bbd95e59e8b6a50
5,Los Compis Restaurant,Food,2233 Boston Rd,,40.85854721069336,-73.86814880371094,"[{'label': 'display', 'lat': 40.85854721069336, 'lng': -73.86814880371094}]",163,10467,US,Bronx,NY,United States,"['2233 Boston Rd', 'Bronx, NY 10467', 'United States']",,4f328e5b19836c91c7e354c0
6,La Luna Restaurant,Restaurant,730 Astor Ave,,40.859390000000005,-73.866198,"[{'label': 'display', 'lat': 40.859390000000005, 'lng': -73.866198}, {'label': 'entrance', 'lat': 40.859472, 'lng': -73.866229}]",209,10467,US,Bronx,NY,United States,"['730 Astor Ave', 'Bronx, NY 10467', 'United States']",,4e4cf909bd413c4cc66da8f2
7,Rawal Ravali Restaurant,Restaurant,641 Lydig Ave,,40.854695,-73.868066,"[{'label': 'display', 'lat': 40.854695, 'lng': -73.868066}]",589,10462,US,Bronx,NY,United States,"['641 Lydig Ave', 'Bronx, NY 10462', 'United States']",,4e4cf937bd413c4cc66daa23
8,Manny's Restaurant,Food,2527 Boston Rd,,40.863903,-73.86457,"[{'label': 'display', 'lat': 40.863903, 'lng': -73.86457}, {'label': 'entrance', 'lat': 40.863997, 'lng': -73.864707}]",551,10467,US,Bronx,NY,United States,"['2527 Boston Rd', 'Bronx, NY 10467', 'United States']",,4f328fb519836c91c7e3d555
9,C & H Restaurant,Restaurant,2141 White Plains Rd,,40.854695,-73.868066,"[{'label': 'display', 'lat': 40.854695, 'lng': -73.868066}]",589,10462,US,Bronx,NY,United States,"['2141 White Plains Rd', 'Bronx, NY 10462', 'United States']",,4e4cf931bd413c4cc66da9ea
0,Zymi Restaurant & Pizza,Eastern European Restaurant,726 Astor Ave,,40.859390000000005,-73.866198,"[{'label': 'display', 'lat': 40.859390000000005, 'lng': -73.866198}, {'label': 'entrance', 'lat': 40.85947, 'lng': -73.866283}]",204,10467,US,Bronx,NY,United States,"['726 Astor Ave', 'Bronx, NY 10467', 'United States']",,4f2dd427e4b0479649cbcc52
1,No. 8 Chinese Restaurant,Chinese Restaurant,694 Thwaites Pl,,40.858553,-73.868267,"[{'label': 'display', 'lat': 40.858553, 'lng': -73.868267}, {'label': 'entrance', 'lat': 40.858608, 'lng': -73.868312}]",325,10467,US,Bronx,NY,United States,"['694 Thwaites Pl', 'Bronx, NY 10467', 'United States']",,4ca29134554b236a517f1f48
